,team_won,team_lost,winning_score,losing_score,winning_rank,losing_rank
9036,RED Canids,INTZ.Academy,2,1,,
9037,Rysix,Alma,2,1,,
9038,Asuna's Anime Aimers,Rugratz,2,1,,
9039,Recon 5,Ze Pug Godz,2,1,,
9040,Swole Identity,Big Frames,2,0,,
9041,Orgless,Triumph,2,0,,
9042,W7M,ex-skullz,2,0,,
9043,Redemption POA,Bravos,2,0,,
9044,Gambit Youngsters,SAW,2,1,,
9045,Spirit,Juggernauts,2,1,15.0,
9046,Chaos,Swole Identity,2,1,,
9047,TeamOne,Evidence,1,0,,
9048,Yeah,Asuna's Anime Aimers,2,1,,
9049,W7M,Keyd,2,0,,
9050,eUnited,Recon 5,2,0,,
9051,Rysix,Reapers,2,0,,
9052,Bad News Bears,Triumph,2,0,,
9053,HAVU,Syman,2,0,,
9054,GamerLegion,Heretics,2,0,,
9055,Alma,Dynasty,2,0,,
9056,ex-skullz,RED Canids,1,0,,
9057,G2,OG,2,0,3.0,11.0
9058,Isurus,RED Canids,2,1,,
9059,DETONA,W7M,2,1,,
9060,Gambit Youngsters,Movistar Riders,2,1,,
9061,SKADE,Heretics,2,1,28.0,
9062,Syman,Nexus,2,1,,
9063,Bravos,Dynasty,2,0,,
9064,Juggernauts,Salamander,2,1,,
9065,SG.pro,Se7en,2,0,,
9066,Copenhagen Flames,Spirit,2,1,,15.0
9067,Redemption POA,Reapers,2,0,,
9068,GamerLegion,Tricked,2,0,,
9069,Winstrike,SAW,2,0,,
9070,AVEZ,HAVU,2,0,,
9071,Akatsuki,AllTheRage,2,0,,
9072,Evil Geniuses,100 Thieves,2,0,20.0,
9073,Tricked,Singularity,2,1,,
9074,Finest,shinelikedemons,2,0,,
9075,SpeedRunners,Moscow Five Academy,2,0,,
9076,Movistar Riders,Endpoint,2,1,,26.0
9077,Juggernauts,1WIN,2,1,,
9078,Syman,Hard Legion,2,0,,
9079,Gambit Youngsters,pro100,2,0,,
9080,Aequus,Viboras,2,0,,
9081,GamerLegion,ex-Virtus.pro,2,0,,
9082,Akatsuki,Timechasers,2,0,,
9083,Nexus,Sinners,2,0,,
9084,Salamander,Unique,2,0,,
9085,AllTheRage,1337HUANIA,2,0,,
9086,D13,Updraft,2,0,,
9087,Ignis,Aim4R,2,0,,
9088,Orgless,New England Whalers,2,0,,
9089,Rugratz,RBG,2,1,,
9090,Big Frames,Prospects,2,1,,
9091,Evidence,2K,16,14,,
9092,Ze Pug Godz,Mythic,2,0,,
9093,Chaos,Orgless,2,1,,
9094,INTZ.Academy,Imperial,16,14,,
9095,TeamOne,Rensga,16,4,,
9096,RED Canids,Bravos,16,6,,
9097,Recon 5,Rugratz,2,1,,
9098,Yeah,Mythic,2,0,,
9099,Triumph,Prospects,2,0,,
9100,Swole Identity,New England Whalers,2,0,,
9101,Alma,Soberano,2,0,,
9102,Rysix,Neverest,2,0,,
9103,eUnited,RBG,2,0,,
9104,Asuna's Anime Aimers,Ze Pug Godz,2,0,,
9105,Bad News Bears,Big Frames,2,0,,
9106,Keyd,paiN,1,0,,
9107,Endpoint,NLG,2,1,26.0,
9108,AVEZ,Salamander,2,1,,
9109,ex-skullz,TeamOne,1,0,,
9110,Heretics,Movistar Riders,2,1,,
9111,Singularity,SMASH,2,1,,
9112,Isurus,Neverest,2,0,,
9113,OG,Evil Geniuses,2,1,11.0,20.0
9114,SKADE,pro100,2,1,28.0,
9115,Juggernauts,Ekaterinburg,2,1,,
9116,Winstrike,ex-Virtus.pro,2,0,,
9117,DETONA,Alma,2,0,,
9118,GamerLegion,Cream,2,0,,
9119,Redemption POA,ex-skullz,2,0,,
9120,Gambit Youngsters,AGO,2,0,,
9121,Dynasty,paiN,1,0,,
9122,Mythic,Skyfire,28,25,,
9123,eL'quvet,Project X,19,17,,
9124,Revolt,Se7en,16,10,,
9125,fbg,lapw,19,17,,
9126,ne parsya,maslomaslo,16,3,,
9127,Spirit,Gambit Youngsters,2,1,15.0,
9128,HAVU,Demolition Crew,16,10,,
9129,pro100,Espada,2,0,,
9130,Revolt,SG.pro,2,0,,
9131,ORDER,TRIDENT,16,11,,
9132,Mythic,Recon 5,2,1,,
9133,Divine,Rap Gang,2,1,,
9134,Apeks,Pompa,2,1,,
9135,Natus Vincere,Complexity,2,0,2.0,13.0
9136,Pompa,AGO,22,20,,
9137,KOVA,Endpoint,2,0,,26.0
9138,Apeks,Lyngby Vikings,16,11,,
9139,Natus Vincere,Vitality,2,0,2.0,10.0
9140,Endpoint,fakemaquinas,22,19,26.0,
9141,KOVA,SKADE,16,13,,28.0
9142,Unique,EXTREMUM,2,0,,25.0
9143,SHIFT,DivisionX,2,0,,
9144,Skyfire,Paradox,2,0,,
9145,madlikewizards,Ferox,2,0,,
9146,SHIFT,Akatsuki,2,0,,
9147,Paradox,MC,16,14,,
9148,madlikewizards,FURY,16,3,,
9149,Ferox,TRIDENT,16,14,,
9150,Skyfire,Incept,16,8,,
9151,DivisionX,Akatsuki,2,0,,
9152,Mythic,Faint,16,14,,
9153,Recon 5,Orgless,16,12,,
9154,Divine,Infinity,16,6,,
9155,Rap Gang,Hot Ass,16,3,,
9156,Apeks,SMASH,19,16,,
9157,fakemaquinas,GamerLegion,19,17,,
9158,Endpoint,9INE,16,7,26.0,
9159,SKADE,Demolition Crew,16,12,28.0,
9160,Pompa,Unluckers,16,6,,
9161,AGO,SAW,16,8,,
9162,KOVA,Japaleno,16,14,,
9163,Lyngby Vikings,Secret,16,11,,
9164,Complexity,Vitality,2,0,13.0,10.0
9165,Natus Vincere,Astralis,2,1,2.0,7.0
9166,Gambit Youngsters,SG.pro,2,0,,
9167,SHIFT,1820HT,2,0,,
9168,catman,MC,2,1,,
9169,Ground Zero,Paradox,2,1,,
9170,Akatsuki,1820HT,2,1,,
9171,catman,Skyfire,28,26,,
9172,Ground Zero,Formidable,16,4,,
9173,Paradox,Airborne,16,12,,
9174,MC,madlikewizards,16,5,,
9175,DivisionX,SHIFT,2,0,,
9176,Complexity,Astralis,2,0,13.0,7.0
9177,1WIN,EveryBodyDance,2,1,,
9178,Unicorns of Love,AGO,22,19,,
9179,Unique,100PG,2,1,,
9180,Vitality,Natus Vincere,2,0,10.0,2.0
9181,GamerLegion,Movistar Riders,16,13,,
9182,Copenhagen Flames,NAVI Junior,2,0,,
9183,Spirit,Revolt,2,0,15.0,
9184,Unique,UnlukoExpress,16,14,,
9185,EveryBodyDance,Ha MaSSe,16,13,,
9186,100PG,Moscow Five Academy,19,15,,
9187,1WIN,SG.pro,16,13,,
9188,GamerLegion,Demolition Crew,16,12,,
9189,mousesports,Natus Vincere,3,1,8.0,2.0
9190,Movistar Riders,Unicorns of Love,16,4,,
9191,Singularity,Nemiga,16,9,,
9192,TRIDENT,Formidable,16,11,,
9193,ORDER,MC,16,13,,
9194,Rooster,Airborne,19,17,,
9195,TRIDENT,Ground Zero,19,17,,
9196,LiViD,Polar Ace,2,0,,
9197,Ze Pug Godz,Divine,2,0,,
9198,Sprout,AGO,2,0,,
9199,Nordavind,PACT,2,1,,
9200,Sprout,AVEZ,16,12,,
9201,AGO,Juggernauts,16,11,,
9202,PACT,Copenhagen Flames,16,14,,
9203,Hard Legion,EXTREMUM,2,0,,25.0
9204,Nordavind,ex-Virtus.pro,16,8,,
9205,Natus Vincere,GODSENT,2,0,2.0,
9206,mousesports,MAD Lions,2,1,8.0,
9207,FURY,ROCK CANDY,1,0,,
9208,AVANT,MC,16,14,,
9209,PC419,ROCK CANDY,16,13,,
9210,Airborne,Formidable,16,14,,
9211,FURY,Esper,16,10,,
9212,AVANT,PC419,16,9,,
9213,ORDER,Skyfire,16,5,,
9214,Polar Ace,Monstars,16,12,,
9215,Divine,Station7,16,7,,
9216,LiViD,Mythic,16,7,,
9217,Polar Ace,ex-iNTACT,16,14,,
9218,Ze Pug Godz,Prospects,16,3,,
9219,Station7,RBG,22,20,,
9220,Mythic,Big Frames,16,7,,
9221,Ze Pug Godz,New England Whalers,16,10,,
9222,Divine,Russian Street Party,16,4,,
9223,LiViD,Faint,16,13,,
9224,Monstars,ImPerium,16,10,,
9225,Prospects,Asuna's Anime Aimers,16,12,,
9226,AGO,HAVU,22,20,,
9227,Nordavind,FATE,16,8,,
9228,Sprout,Secret,16,10,,
9229,ex-Virtus.pro,Endpoint,16,12,,26.0
9230,Juggernauts,ad hoc,16,6,,
9231,Copenhagen Flames,FiveG,16,7,,
9232,AVEZ,AGF,16,9,,
9233,PACT,Complexity,16,10,,13.0
9234,GODSENT,Virtus.pro,2,0,,5.0
9235,MAD Lions,OG,2,0,,11.0
9236,Paradox,PC419,19,16,,
9237,Rooster,Skyfire,16,6,,
9238,Incept,AVANT,16,10,,
9239,Rugratz,Asuna's Anime Aimers,16,5,,
9240,paiN,Imperial,2,0,,
9241,W7M,RED Canids,2,1,,
9242,paiN,Alma,16,8,,
9243,Espada,Space Jam,2,1,,
9244,Demolition Crew,Unicorns of Love,16,5,,
9245,Nemiga,Unique,2,0,,
9246,Illuminar,Wisla Krakow,16,4,,
9247,Wisla Krakow,GamerLegion,16,10,,
9248,RED Canids,Bravos,16,14,,
9249,W7M,Keyd,19,16,,
9250,Imperial,TeamOne,16,11,,
9251,Espada,DreamEaters,16,11,,
9252,Nemiga,SG.pro,16,1,,
9253,Unique,Se7en,16,13,,
9254,Space Jam,BlinkDagger,16,5,,
9255,FaZe,Liquid,2,0,29.0,14.0
9256,GODSENT,ENCE,2,0,,22.0
9257,Liquid,NIP,2,0,14.0,6.0
9258,MAD Lions,Heroic,2,0,,4.0
9259,Sinners,savage,2,0,,
9260,Natus Vincere,OG,2,0,2.0,11.0
9261,Maple,ClownS,2,0,,
9262,HZ,SGINDOMIX,2,0,,
9263,Sinners,Vexed,2,1,,
9264,mousesports,Virtus.pro,2,0,8.0,5.0
9265,ex-Genuine,FURY,16,5,,
9266,Rugratz,Infinity,2,0,,
9267,Envy,Faint,2,0,,
9268,BIG,Complexity,2,1,9.0,13.0
9269,FaZe,Liquid,2,0,29.0,14.0
9270,savage,Smoke Criminals,2,0,,
9271,Dignitas,Sprout,2,1,,
9272,Natus Vincere,GODSENT,2,1,2.0,
9273,Complexity,SKADE,16,12,13.0,28.0
9274,BIG,Secret,16,9,9.0,
9275,NIP,MIBR,2,1,6.0,
9276,Sinners,Brute,2,0,,
9277,Smoke Criminals,FALKN,2,0,,
9278,Dignitas,GamerLegion,25,21,,
9279,Vexed,Prima,2,0,,
9280,savage,Fragbox,2,0,,
9281,mousesports,MAD Lions,2,0,8.0,
9282,Sprout,AGO,16,8,,
9283,Fragbox,Pompa,2,1,,
9284,FALKN,Genesis,2,0,,
9285,Blank,DivisionX,2,1,,
9286,Virtus.pro,Heroic,2,0,5.0,4.0
9287,Vexed,SILENT,2,0,,
9288,Brute,ttc,2,0,,
9289,Prima,Moops,2,0,,
9290,Smoke Criminals,High Coast,2,0,,
9291,Sinners,Seven.Modula,2,0,,
9292,savage,Vikingekrig,2,0,,
9293,Paper Rex,Astro,2,0,,
9294,OneThree,Invictus,2,1,,
9295,OG,ENCE,2,0,11.0,22.0
9296,EHOME,Aster,2,0,,
9297,Infinity,Ze Pug Godz,16,10,,
9298,Envy,Asuna's Anime Aimers,16,12,,
9299,Rugratz,ex-iNTACT,16,3,,
9300,Ground Zero,Paradox,3,1,,
9301,Faint,Station7,16,1,,
9302,Secret,Lyngby Vikings,22,20,,
9303,SKADE,FiveG,16,12,28.0,
9304,Sprout,Japaleno,16,7,,
9305,Complexity,Apologis,16,6,13.0,
9306,Dignitas,AVEZ,16,9,,
9307,BIG,FATE,16,5,9.0,
9308,AGO,SJ,16,6,,
9309,GamerLegion,Apeks,16,9,,
9310,Liquid,MIBR,2,0,14.0,
9311,Gambit Youngsters,Espada,2,1,,
9312,FaZe,NIP,2,0,29.0,6.0
9313,Copenhagen Flames,DreamEaters,2,0,,
9314,NAVI Junior,Skin Ogres,2,1,,
9315,MC,Airborne,16,12,,
9316,ex-Genuine,MC,16,13,,
9317,Airborne,Esper,16,12,,
9318,Copenhagen Flames,Sprout,2,1,,
9319,Wisla Krakow,Skin Ogres,2,0,,
9320,Espada,Hard Legion,2,0,,
9321,Airborne,Incept,16,7,,
9322,PC419,Rooster,16,12,,
9323,MC,Paradox,16,13,,
9324,Ground Zero,ROCK CANDY,1,0,,
9325,Skyfire,MC,16,14,,
9326,ROCK CANDY,Esper,16,9,,
9327,ex-Genuine,Formidable,16,1,,
9328,GamerLegion,HAVU,2,1,,
9329,Espada,Akatsuki,2,0,,
9330,HAVU,NAVI Junior,2,1,,
9331,ORDER,Incept,16,10,,
9332,MC,Formidable,16,13,,
9333,Paradox,TRIDENT,16,8,,
9334,Gambit Youngsters,EXTREMUM,2,0,,25.0
9335,Skin Ogres,DreamEaters,2,0,,
9336,ORDER,Airborne,16,10,,
9337,Zorka,97club,2,1,,
9338,BIG,Renegades,2,0,9.0,
9339,NAVI Junior,Tricked,2,0,,
9340,EXTREMUM,DreamEaters,2,1,25.0,
9341,BIG,Heroic,2,0,9.0,4.0
9342,GamerLegion,HAVU,2,0,,
9343,Renegades,MAD Lions,2,1,,
9344,Copenhagen Flames,AGF,2,0,,
9345,AGF,Sigma,16,8,,
9346,Sigma,Lyngby Vikings,19,16,,
9347,Heroic,North,2,1,4.0,
9348,Copenhagen Flames,AGF,2,1,,
9349,Yalla,Divine Vendetta,2,0,,
9350,Renegades,Cloud9,2,0,,
9351,Gambit Youngsters,Akatsuki,2,1,,
9352,HAVU,Tricked,1,0,,
9353,Heroic,Sprout,2,0,4.0,
9354,GamerLegion,NAVI Junior,2,0,,
9355,Cloud9,Virtus.pro,2,0,,5.0
9356,INTZ,Swole Patrol,2,0,,
9357,MAD Lions,North,16,10,,
9358,Espada,Nemiga,2,0,,
9359,NAVI Junior,AUGUST,2,0,,
9360,BIG,Renegades,16,8,9.0,
9361,MAD Lions,Heroic,16,10,,4.0
9362,NAVI Junior,SMASH,2,1,,
9363,Renegades,Cloud9,16,10,,
9364,North,Sprout,16,4,,
9365,BIG,Virtus.pro,16,8,9.0,5.0
9366,INTZ,Riot Squad,2,0,,
9367,Copenhagen Flames,forZe,2,1,,17.0
9368,Tricked,SKADE,2,0,,28.0
9369,Wisla Krakow,DreamEaters,2,1,,
9370,HAVU,AUGUST,2,1,,
9371,TRIDENT,ex-Genuine,16,11,,
9372,Skyfire,ROCK CANDY,16,4,,
9373,ROCK CANDY,Formidable,16,10,,
9374,FURY,Airborne,16,13,,
9375,Swole Patrol,Singularity,2,1,,
9376,Espada,KOVA,2,1,,
9377,GamerLegion,Tricked,2,1,,
9378,HellRaisers,Axis,2,0,,
9379,Hard Legion,EXTREMUM,2,1,,25.0
9380,Sprout,HAVU,2,1,,
9381,AUGUST,NAVI Junior,2,1,,
9382,Nemiga,SKADE,2,0,,28.0
9383,Axis,Copenhagen Flames,2,0,,
9384,SKADE,ALTERNATE aTTaX,2,0,28.0,
9385,HZ,Maple,2,0,,
9386,Ground Zero,Incept,16,9,,
9387,Rooster,Formidable,16,3,,
9388,Rooster,Paradox,16,9,,
9389,PC419,FURY,16,6,,
9390,Ground Zero,Esper,16,6,,
9391,ex-Genuine,Esper,16,4,,
9392,HZ,Hard4U,2,0,,
9393,Maple,Hard4U,2,0,,
9394,KOVA,Apeks,2,0,,
9395,HAVU,SMASH,2,1,,
9396,HellRaisers,Copenhagen Flames,2,0,,
9397,Espada,spray'n'pray,2,0,,
9398,GamerLegion,ALTERNATE aTTaX,2,0,,
9399,Axis,NAVI Junior,2,1,,
9400,Tricked,SKADE,2,1,,28.0
9401,HZ,Se7en,2,1,,
9402,Skyfire,TRIDENT,16,11,,
9403,Hard4U,HZ,2,0,,
9404,Maple,Se7en,2,1,,
9405,Singularity,Chaos,2,0,,
9406,forZe,Hard Legion,2,0,17.0,
9407,HZ,Lucid Dream,2,1,,
9408,ORDER,Paradox,16,11,,
9409,ORDER,FURY,16,2,,
9410,Se7en,Absolute,2,1,,
9411,Supremacy,Infinity,2,0,,
9412,RSC19,Jokers,2,0,,
9413,Infinity,FreeStyle,2,0,,
9414,Supremacy,Incubus,2,0,,
9415,Complexity,eUnited,2,0,13.0,
9416,Gen.G,Riot Squad,2,0,,
9417,Complexity,INTZ,2,1,13.0,
9418,Riot Squad,Singularity,2,1,,
9419,Gen.G,Chaos,2,1,,
9420,forZe,Heroic,2,0,17.0,4.0
9421,eUnited,Triumph,2,0,,
9422,Espada,BIG Academy,2,1,,
9423,lapw,Cerberus,2,0,,
9424,forZe,CR4ZY,2,0,17.0,
9425,Heroic,GODSENT,2,1,4.0,
9426,Hard4U,Absolute,2,0,,
9427,forZe,Winstrike,2,1,17.0,
9428,CR4ZY,SKADE,2,1,,28.0
9429,GODSENT,HAVU,2,0,,
9430,Heroic,AVEZ,2,0,4.0,
9431,Se7en,Astro,2,0,,
9432,Skyfire,Formidable,16,5,,
9433,Maple,Lucid Dream,2,0,,
9434,HZ,Bren,2,0,,
9435,RSC19,Cephei,2,0,,
9436,Jokers,Agarthas,2,0,,
9437,Chaos,New England Whalers,2,1,,
9438,INTZ,Triumph,2,0,,
9439,Triumph,Just For Fun,2,0,,
9440,Riot Squad,Saskatoon Warriors,2,0,,
9441,INTZ,OCG,2,0,,
9442,Nemiga,Budapest Five,2,1,,
9443,Hard4U,Astro,2,0,,
9444,AVEZ,BIG,2,1,,9.0
9445,HAVU,Spirit,2,1,,15.0
9446,Winstrike,pro100,2,0,,
9447,Absolute,Se7en,2,0,,
9448,SKADE,cisbots,2,0,28.0,
9449,Winstrike,Illuminar,16,12,,
9450,SKADE,Gambit Youngsters,16,12,28.0,
9451,Spirit,S2V,16,14,15.0,
9452,BIG,x6tence,16,9,9.0,
9453,AVEZ,Movistar Riders,16,8,,
9454,Maple,Bren,2,1,,
9455,pro100,EURONICS,1,0,,
9456,Lucid Dream,HZ,2,1,,
9457,HAVU,MELBET,16,13,,
9458,cisbots,Syman,16,10,,
9459,Akatsuki,Espada,2,0,,
9460,Skin Ogres,Nemiga,2,1,,
9461,GODSENT,GRID Staff,2,1,,
9462,Swole Patrol,Station7,2,0,,
9463,Riot Squad,Mythic,2,0,,
9464,DreamEaters,eL'quvet,2,1,,
9465,Wisla Krakow,Nemiga,2,0,,
9466,SKADE,MeAndTheBoys,2,1,28.0,
9467,Gambit Youngsters,spray'n'pray,2,0,,
9468,Astro,Armory,2,1,,
9469,DreamEaters,Skin Ogres,2,0,,
9470,Renegades,ex-Genuine,3,1,,
9471,TRIDENT,PC419,16,9,,
9472,Maple,Astro,2,1,,
9473,Formidable,FURY,16,12,,
9474,MC,Incept,16,7,,
9475,ex-Genuine,ORDER,2,1,,
9476,Alpha Red,Armory,2,0,,
9477,Singularity,Rap Gang,2,0,,
9478,Apeks,No Problem!,2,0,,
9479,HAVU,Illuminar,2,1,,
9480,Hard Legion,eL'quvet,2,0,,
9481,Budapest Five,Avengers,2,1,,
9482,EXTREMUM,DreamEaters,2,0,25.0,
9483,HellRaisers,Axis,2,0,,
9484,ex-Genuine,AVANT,2,1,,
9485,Renegades,ROCK CANDY,16,0,,
9486,Rooster,ROCK CANDY,16,2,,
9487,AVANT,Airborne,2,1,,
9488,ex-Genuine,Paradox,2,1,,
9489,Renegades,ORDER,2,0,,
9490,Rooster,Esper,16,1,,
9491,Station7,Cloud9,1,0,,
9492,Swole Patrol,ex-iNTACT,2,1,,
9493,INTZ,Divine,2,0,,
9494,Triumph,7Sins,2,0,,
9495,Chaos,New England Whalers,2,0,,
9496,SKADE,Nexus,2,1,28.0,
9497,KOVA,Juggernauts,2,0,,
9498,Copenhagen Flames,NAVI Junior,2,0,,
9499,Espada,OFFSET,2,0,,
9500,Spirit,GODSENT,3,0,15.0,
9501,Copenhagen Flames,ARCY,2,0,,
9502,Airborne,Ground Zero,2,0,,
9503,Renegades,Paradox,2,0,,
9504,ORDER,AVANT,2,0,,
9505,ex-Genuine,PC419,2,0,,
9506,Paradox,Ground Zero,2,1,,
9507,Renegades,Airborne,2,0,,
9508,AVANT,PC419,2,0,,
9509,ORDER,ex-Genuine,2,0,,
9510,Mythic,eUnited,2,1,,
9511,Riot Squad,Rugratz,2,0,,
9512,Nemiga,Defusekids,2,0,,
9513,Sprout,BIG,2,0,,9.0
9514,PC419,Incept,16,6,,
9515,Renegades,ex-Bizarre,16,6,,
9516,Ground Zero,Paradox,16,9,,
9517,RED Canids,TeamOne,2,1,,
9518,Infinity,Supremacy,2,0,,
9519,Cloud9,eUnited,2,0,,
9520,paiN,Yeah,2,1,,
9521,BIG Academy,Tenerife Titans,2,0,,
9522,eUnited,Gen.G,2,0,,
9523,Cloud9,Complexity,2,0,,13.0
9524,RED Canids,W7M,2,1,,
9525,Yeah,DETONA,2,0,,
9526,paiN,Redemption POA,2,0,,
9527,MeAndTheBoys,Unique,2,1,,
9528,Gen.G,INTZ,2,0,,
9529,TeamOne,Imperial,2,0,,
9530,eUnited,Chaos,2,0,,
9531,Cloud9,Triumph,2,0,,
9532,Complexity,Singularity,2,0,13.0,
9533,Heroic,Gambit Youngsters,2,0,4.0,
9534,MAD Lions,Defusekids,2,0,,
9535,Gambit Youngsters,Heretics,2,1,,
9536,Defusekids,CR4ZY,2,1,,
9537,MAD Lions,SKADE,2,1,,28.0
9538,Heroic,Secret,2,1,4.0,
9539,Bren,MiTH.Maple,2,0,,
9540,BOOM,GTV.Revolution,2,0,,
9541,MiTH.Maple,GTV.Revolution,2,1,,
9542,Bren,BOOM,2,0,,
9543,Supremacy,Infamous,2,1,,
9544,Infamous,Loto,2,0,,
9545,INTZ,Russian Street Party,2,1,,
9546,Gen.G,Divine,2,0,,
9547,Chaos,New England Whalers,2,0,,
9548,Triumph,Saskatoon Warriors,2,0,,
9549,paiN,F4K3,2,0,,
9550,Yeah,RUFUS,2,0,,
9551,W7M,Alma,2,0,,
9552,TeamOne,UP,2,0,,
9553,SKADE,AVEZ,2,1,28.0,
9554,Secret,KOVA,2,0,,
9555,Gambit Youngsters,Winstrike,2,0,,
9556,Defusekids,Tenerife Titans,2,0,,
9557,Impunity,GMCC,16,12,,
9558,MiTH.Maple,ex-Genuine,16,13,,
9559,BOOM,Entity,16,9,,
9560,Bren,GTV.Revolution,16,5,,
9561,Impunity,A Point,16,10,,
9562,ex-Genuine,Darkhorse,16,10,,
9563,MiTH.Maple,BOOM,16,8,,
9564,Bren,A Point,16,6,,
9565,GTV.Revolution,GMCC,16,7,,
9566,Bren,Impunity,16,11,,
9567,MiTH.Maple,Darkhorse,16,8,,
9568,ex-Genuine,Entity,16,7,,
9569,Darkhorse,Entity,16,13,,
9570,BOOM,ex-Genuine,16,11,,
9571,GTV.Revolution,A Point,16,4,,
9572,Bren,GMCC,19,17,,
9573,BOOM,Darkhorse,16,14,,
9574,MiTH.Maple,Entity,16,8,,
9575,GTV.Revolution,Impunity,16,14,,
9576,GMCC,A Point,16,4,,
9577,Infamous,Tecsysnet,16,3,,
9578,Winstrike,NAVI Junior,22,20,,
9579,Loto,Hadouken,1,0,,
9580,Infinity,Supremacy,2,0,,
9581,AVEZ,Unique,22,18,,
9582,KOVA,Project X,19,17,,
9583,SKADE,Avengers,16,13,28.0,
9584,Gambit Youngsters,Copenhagen Flames,16,7,,
9585,Secret,Juggernauts,16,12,,
9586,Defusekids,hREDS,16,10,,
9587,Tenerife Titans,Apeks,16,2,,
9588,MAD Lions,ENCE,2,0,,22.0
9589,MAD Lions,Illuminar,2,1,,
9590,ENCE,AGO,2,1,22.0,
9591,Cloud9,MIBR,3,1,,
9592,Supremacy,Infamous,2,0,,
9593,G2,MAD Lions,2,1,3.0,
9594,MIBR,Complexity,2,0,,13.0
9595,Infinity,Hadouken,2,0,,
9596,AGO,Heroic,2,1,,4.0
9597,FaZe,ENCE,2,1,29.0,22.0
9598,Illuminar,ARCY,2,0,,
9599,G2,AGO,2,1,3.0,
9600,ENCE,Illuminar,2,1,22.0,
9601,FaZe,ARCY,2,0,29.0,
9602,MAD Lions,Heroic,2,0,,4.0
9603,ViCi,TYLOO,3,0,,
9604,TYLOO,Bren,2,0,,
9605,MIBR,INTZ,2,1,,
9606,Cloud9,Complexity,2,1,,13.0
9607,INTZ,Gen.G,2,0,,
9608,MIBR,Chaos,2,0,,
9609,MAD Lions,North,2,0,,
9610,AGO,Hard Legion,2,0,,
9611,North,Gambit Youngsters,16,8,,
9612,MAD Lions,Apeks,16,4,,
9613,AGO,OG,16,10,,11.0
9614,Hard Legion,water gamers,16,6,,
9615,GODSENT,HAVU,2,0,,
9616,TYLOO,R-Stars,2,0,,
9617,ViCi,Bren,2,1,,
9618,R-Stars,AUGUST,2,0,,
9619,TYLOO,OneThree,2,0,,
9620,MIBR,Riot Squad,2,1,,
9621,Complexity,Chaos,2,0,13.0,
9622,Cloud9,INTZ,2,0,,
9623,Gen.G,FURIA,2,0,,12.0
9624,INTZ,MIBR,2,1,,
9625,Chaos,FURIA,2,0,,12.0
9626,Complexity,Gen.G,2,0,13.0,
9627,Hard Legion,MELBET,19,15,,
9628,North,Nemiga,16,12,,
9629,Cloud9,Riot Squad,2,0,,
9630,Gambit Youngsters,SAW,16,6,,
9631,Apeks,GamerLegion,16,12,,
9632,MAD Lions,Winstrike,16,13,,
9633,AGO,Sinners,16,13,,
9634,OG,SKADE,16,13,11.0,28.0
9635,water gamers,Secret,16,4,,
9636,HAVU,ARCY,2,0,,
9637,Bren,TYLOO,2,1,,
9638,ViCi,AUGUST,2,1,,
9639,OneThree,Alpha Red,2,1,,
9640,R-Stars,Mazaalai,2,0,,
9641,TYLOO,Mazaalai,2,1,,
9642,AUGUST,OneThree,2,1,,
9643,Bren,R-Stars,2,1,,
9644,ViCi,Alpha Red,2,0,,
9645,Just For Fun,Rugratz,2,0,,
9646,Rugratz,Singularity,2,1,,
9647,Just For Fun,eUnited,2,1,,
9648,Heroic,Phoenix,3,0,4.0,
9649,Phoenix,Gambit Youngsters,2,0,,
9650,eUnited,Rap Gang,2,0,,
9651,Singularity,LiViD,2,0,,
9652,Just For Fun,Divine,2,1,,
9653,Rap Gang,Bushido Boyz,2,1,,
9654,Rugratz,Monstars,2,0,,
9655,LiViD,Recon 5,2,1,,
9656,Just For Fun,New England Whalers,2,0,,
9657,Monstars,ex-iNTACT,2,0,,
9658,Singularity,Infinity,2,0,,
9659,Divine,OCG,2,0,,
9660,eUnited,RBG,2,0,,
9661,Rugratz,Big Frames,2,0,,
9662,Heroic,SKADE,2,0,4.0,28.0
9663,Phoenix,Brute,2,0,,
9664,SKADE,FATE,2,1,28.0,
9665,Brute,Ambush,2,1,,
9666,Brute,Rocketlauncher$,2,1,,
9667,SKADE,Ambush,2,0,28.0,
9668,SKADE,Brute,2,0,28.0,
9669,Ambush,Rocketlauncher$,2,1,,
9670,SKADE,Akatsuki,2,0,28.0,
9671,Phoenix,SKADE,3,2,,28.0
9672,Bogatiri,S Nastupaushim,2,0,,
9673,Nemiga,Juggernauts,2,1,,
9674,Bogatiri,GNS,2,1,,
9675,S Nastupaushim,SG.pro,2,1,,
9676,SKADE,Unique,2,1,28.0,
9677,Nemiga,MiTH.Maple,2,1,,
9678,MiTH.Maple,Invictus,2,0,,
9679,Lynn Vision,In Young Ren,2,1,,
9680,Aster,OneThree,2,1,,
9681,FATE,Rocketlauncher$,3,2,,
9682,SKADE,PACT,2,0,28.0,
9683,Juggernauts,Nemiga,2,1,,
9684,SKADE,Ambush,2,1,28.0,
9685,PACT,SG.pro,2,0,,
9686,Juggernauts,MiTH.Maple,2,0,,
9687,PACT,Project X,2,1,,
9688,Nemiga,Invictus,2,0,,
9689,SKADE,DreamEaters,2,0,28.0,
9690,Aster,Lynn Vision,2,1,,
9691,OneThree,In Young Ren,2,0,,
9692,In Young Ren,Absolute,2,1,,
