,team_won,team_lost,winning_score,losing_score,winning_rank,losing_rank
661,Renegades,R!OT,1,0,,
662,Copenhagen Flames,Lyngby Vikings,2,1,,
663,HAVU,GamerLegion,2,1,,
664,ORDER,Skyfire,2,0,,
665,Liquid,EXTREMUM,2,1,14.0,25.0
666,FURIA,O PLANO,2,0,12.0,24.0
667,Gambit,Entropiq,2,1,1.0,16.0
668,Endpoint,Lyngby Vikings,2,1,26.0,
669,Dignitas,Sinners,2,0,,
670,forZe,Movistar Riders,2,0,17.0,
671,Spirit,K23,2,0,15.0,
672,SKADE,KOVA,2,1,28.0,
673,Fiend,Copenhagen Flames,2,0,23.0,
674,Izako Boars,Entropiq,1,0,,16.0
675,HAVU,ttc,2,0,,
676,Wisla Krakow,Dignitas,2,0,,
677,AGO,GamerLegion,2,0,,
678,Dire Wolves,Rooster,2,0,,
679,1WIN,Nordavind,2,1,,
680,100PG,HAVU,2,1,,
681,Renegades,VERTEX,2,0,,
682,EXTREMUM,Bad News Bears,2,0,25.0,
683,Extra Salt,Triumph,2,0,21.0,
684,FURIA,Evil Geniuses,2,0,12.0,20.0
685,G2,NIP,2,1,3.0,6.0
686,Akuma,GROND,2,1,19.0,
687,Copenhagen Flames,Spirit Academy,2,1,,
688,Sangal,AGF,2,0,,
689,Gambit,Nemiga,2,0,1.0,
690,mousesports,Astralis,2,0,8.0,7.0
691,Lilmix,EC Brugge,2,1,,
692,GameAgents,Ambush,2,1,,
693,Young Ninjas,DBL PONEY,2,0,,27.0
694,Virtus.pro,ex-Marlian,2,0,5.0,
695,Lynn Vision,D13,3,1,,
696,K23,Trident,2,1,,
697,Akuma,Ambush,2,0,19.0,
698,Spirit Academy,DBL PONEY,2,0,,27.0
699,Bizarre,R!OT,16,5,,
700,VERTEX,Bizarre,16,13,,
701,Paradox,R!OT,16,7,,
702,D13,NKT,2,0,,
703,D13,HZ,2,1,,
704,Lynn Vision,NKT,2,0,,
705,Extra Salt,Liquid,2,1,21.0,14.0
706,Furious,9z,2,1,,
707,paiN,O PLANO,2,0,,24.0
708,DBL PONEY,Anonymo,2,1,27.0,
709,GamerLegion,Trident,2,1,,
710,Copenhagen Flames,GORILLAZ,2,0,,
711,BIG,Sprout,2,1,9.0,
712,Entropiq,Virtus.pro,2,0,16.0,5.0
713,GROND,GameAgents,2,0,,
714,Copenhagen Flames,Young Ninjas,2,1,,
715,DBL PONEY,Case,2,0,27.0,
716,Nemiga, bankaPEPSI,2,0,,
717,GamerLegion,UMX,2,0,,
718,Akuma,Clutch Rayn,2,0,19.0,
719,Marlian,1WIN,2,1,,
720,HZ,w2c,2,1,,
721,GROND,TheDice,2,0,,
722,D13,Checkmate,2,0,,
723,Dire Wolves,Chiefs,16,12,,
724,Skyfire,Carnal Instinct,16,5,,
725,ORDER,FURY,16,3,,
726,Rooster,Bizarre,16,6,,
727,NKT,Checkmate,2,1,,
728,Lynn Vision,HZ,2,0,,
729,Liquid,Bad News Bears,2,1,14.0,
730,Furious,Isurus,2,0,,
731,9z,Durany,2,1,,
732,O PLANO,FURIA,2,0,24.0,12.0
733,Heroic,Complexity,2,0,4.0,13.0
734,Nordavind,KOVA,2,1,,
735,Copenhagen Flames,LDLC,2,0,,
736,Trident,IN.GAME,2,1,,
737,Vitality,FunPlus Phoenix,2,1,10.0,18.0
738,Spirit Academy,MAD Lions,2,1,,
739,Apeks,NAVI Junior,2,0,,
740,Natus Vincere,Gambit,2,0,2.0,1.0
741,Izako Boars,Sangal,2,0,,
742,KOVA,Galaxy Racer,2,0,,
743,Akuma,K23,2,0,19.0,
744,Young Ninjas,SKADE,2,0,,28.0
745,100PG,NASR,2,1,,
746,DBL PONEY,Apeks,2,0,27.0,
747,Extra Salt,EXTREMUM,2,0,21.0,25.0
748,paiN,Evil Geniuses,2,1,,20.0
749,Furious,Coscu Army,2,0,,
750,NIP,FunPlus Phoenix,2,0,6.0,18.0
751,Durany,River Plate,2,1,,
752,Young Ninjas,777,2,0,,
753,G2,Heroic,2,1,3.0,4.0
754,Gambit,Trident,2,0,1.0,
755,DBL PONEY,Nordavind,2,0,27.0,
756,SAW,forZe,2,1,,17.0
757,Lyngby Vikings,Astralis Talent,2,0,,
758,Natus Vincere, bankaPEPSI,2,0,2.0,
759,Young Ninjas,NAVI Junior,2,0,,
760,Wisla Krakow,Sangal,2,0,,
761,Galaxy Racer,Ambush,2,0,,
762,MAD Lions,EC Brugge,2,0,,
763,SKADE,Endpoint,2,0,28.0,26.0
764,Lyngby Vikings,NASR,2,0,,
765,GamerLegion,KOVA,2,0,,
766,Spirit Academy,Galaxy Racer,2,0,,
767,100PG,GORILLAZ,2,1,,
768,Izako Boars,OFFSET,2,0,,
769,paiN,TeamOne,2,0,,
770,RBG,CENSRD,2,0,,
771,ChocoCheck,GGPR,2,0,,
772,Party Astronauts,PDHM,2,0,,
773,Extra Salt,SKDC,2,0,21.0,
774,Isurus,Durany,16,2,,
775,River Plate,PUGZEIROS,16,4,,
776,9z,Furious,16,14,,
777,Coscu Army,Meta PY,16,6,,
778,SKADE,AGO,2,0,28.0,
779,PACT,Wisla Krakow,2,0,,
780,mousesports,BIG,2,0,8.0,9.0
781,LDLC,BLINK,2,1,,
782,Spirit,Entropiq,2,0,15.0,16.0
783,Apeks,Budapest Five,2,1,,
784,Astralis,DBL PONEY,2,0,7.0,27.0
785,Fiend,NASR,2,1,23.0,
786,SAW,Nemiga,2,0,,
787,1WIN,Wisla Krakow,2,0,,
788,Izako Boars,Illuminar,2,0,,
789,forZe,Virtus.pro,2,1,17.0,5.0
790,Anonymo,HYENAS,2,1,,
791,Sinners,Movistar Riders,2,0,,
792,Sangal,GORILLAZ,2,1,,
793,Copenhagen Flames,Tricked,2,1,,
794,Lyngby Vikings,100PG,2,0,,
795,GamerLegion,Izako Boars,1,0,,
796,Young Ninjas,Entropiq,2,0,,16.0
797,Skyfire,Bandits,2,1,,
798,KOVA,OFFSET,2,1,,
799,Akuma,1WIN,2,0,19.0,
800,VERTEX,Hazard,2,0,,
801,ORDER,Chiefs,2,0,,
802,Paradox,Rooster,2,0,,
803,Overperformers,Sylyx,2,0,,
804,GamerLegion,Izako Boars,2,0,,
805,LDLC,GORILLAZ,2,1,,
806,Dire Wolves,Animal Squad,2,0,,
807,Ambush,hREDS,2,0,,
808,Galaxy Racer,Iberian Family,2,0,,
809,Veloz,Mythic,2,1,,
810,O PLANO,TeamOne,2,1,24.0,
811,Third Impact,RBG,2,0,,
812,Party Astronauts,CENSRD,2,0,,
813,Recon 5,QcClan,2,0,,
814,Isurus,River Plate,16,7,,
815,Durany,PUGZEIROS,16,9,,
816,Bad News Bears,GODSENT,2,1,,
817,ChocoCheck,SKDC,1,0,,
818,Furious,Coscu Army,22,18,,
819,9z,Meta PY,16,4,,
820,Sinners,Movistar Riders,2,1,,
821,SAW,BIG,2,1,,9.0
822,KOVA,hREDS,2,1,,
823,K23,Nemiga,2,0,,
824,AGO,Endpoint,2,0,,26.0
825,Sangal,GamerLegion,2,0,,
826,Wisla Krakow,LDLC,2,0,,
827,Fiend,Izako Boars,2,0,23.0,
828,NASR,GamerLegion,2,1,,
829,Marlian,GROND,2,0,,
830,Wisla Krakow,Lyngby Vikings,2,0,,
831,IN.GAME,100PG,2,0,,
832,R!OT,Overperformers,2,1,,
833,100PG,Galaxy Racer,2,0,,
834,1WIN,Sangal,2,0,,
835,Simplicity,Bandits,2,0,,
836,Dire Wolves,BBBMBCBS,2,0,,
837,Chiefs,Dynasty,2,0,,
838,Renegades,Animal Squad,2,0,,
839,Rooster,munyanyo,1,0,,
840,OFFSET,Ambush,2,1,,
841,GORILLAZ,Caronte,2,0,,
842,TeamOne,RBG,2,0,,
843,GODSENT,Triumph,2,0,,
844,Virtus.pro,Trident,1,0,5.0,
845,Budapest Five,Nexus,2,0,,
846,1WIN,hREDS,2,0,,
847,Wisla Krakow,Ambush,2,0,,
848,Spirit,Gambit,2,0,15.0,1.0
849,Budapest Five,Sangal,2,0,,
850,NASR,Galaxy Racer,2,1,,
851,GamerLegion,100PG,2,0,,
852,Sangal,Nexus,2,1,,
853,Izako Boars,GORILLAZ,2,0,,
854,Lyngby Vikings,OFFSET,2,0,,
855,Sangal,KOVA,2,1,,
856,Fiend,Caronte,2,0,23.0,
857,paiN,Bad News Bears,2,0,,
858,Party Astronauts,Veloz,2,0,,
859,Secret Club,Third Impact,2,0,,
860,MIBR,Sharks,2,1,,
861,Extra Salt,O PLANO,2,0,21.0,24.0
862,Third Impact,Veloz,2,1,,
863,Secret Club,Party Astronauts,2,1,,
864,Paquetá,Bravos,2,0,,
865,forZe,Nemiga,2,1,17.0,
866,Young Ninjas,NAVI Junior,2,0,,
867,Sangal,Istanbul Wildcats,3,0,,
868,Sprout,FaZe,2,1,,29.0
869,AGO,HONORIS,2,0,,
870,Entropiq,Natus Vincere,2,0,16.0,2.0
871,Trident,Save's,2,0,,
872,Sangal,Apeks,2,0,,
873,1WIN,100PG,2,0,,
874,paiN,RBG,2,0,,
875,Sharks,Paquetá,2,0,,
876,Bad News Bears,TeamOne,2,0,,
877,MIBR,Bravos,2,0,,
878,AGO,Anonymo,2,1,,
879,Complexity,fnatic,2,0,13.0,30.0
880,Sprout,Unicorns of Love,2,1,,
881, bankaPEPSI,IN.GAME,2,1,,
882,Case,EC Brugge,2,0,,
883,100PG,BLINK,2,0,,
884,HONORIS,Izako Boars,2,1,,
885,GORILLAZ,Budapest Five,2,0,,
886,Vitality,OG,2,0,10.0,11.0
887,Unicorns of Love,ALTERNATE aTTaX,2,1,,
888,KOVA,Lilmix,2,0,,
889,AVE,Galaxy Racer,2,1,,
890,Akuma,GROND,2,0,19.0,
891,Nordavind,GORILLAZ,2,0,,
892,Sprout,NLG,2,0,,
893,Fiend,PACT,2,0,23.0,
894,K23,Marlian,2,0,,
895,Nordavind,Finest,2,0,,
896,ttc,Nexus,2,1,,
897,O PLANO,Triumph,2,1,24.0,
898,Bravos,Meta,2,1,,
899,Extra Salt,GODSENT,2,0,21.0,
900,MIBR,Havan Liberty,2,1,,
901,FunPlus Phoenix,HYENAS,2,0,18.0,
902,Unicorns of Love,Cowana,2,1,,
903,AGF,DBL PONEY,2,1,,27.0
904,Nemiga,1WIN,2,1,,
905,NIP,Anonymo,2,1,6.0,
906,KOVA,MASONIC,2,1,,
907,NLG,SSP,2,1,,
908,777,Copenhagen Flames,2,1,,
909,Izako Boars,HONORIS,2,0,,
910,Young Ninjas,GORILLAZ,2,0,,
911,Natus Vincere,GROND,2,0,2.0,
912,100PG,AGF,2,1,,
913,Caronte,Case,2,0,,
914,Young Ninjas,Finest,2,0,,
915,Gambit,Akuma,2,0,1.0,19.0
916,Sangal,Infinite,2,0,,
917,GORILLAZ,Nordavind,2,0,,
918,Ambush,Chetz,2,0,,
919,ENCE,Fiend,2,0,22.0,23.0
920,NASR,Tricked,2,1,,
921,GORILLAZ,SJ,2,0,,
922,Paquetá,Santos,2,0,,
923,Sharks,INTZ,2,1,,
924,Nordavind,Astralis Talent,2,1,,
925,hREDS,KOVA,2,1,,
926,Virtus.pro,K23,2,0,5.0,
927,MASONIC,Astralis Talent,2,0,,
928,GORILLAZ,Lyngby Vikings,2,1,,
929,Young Ninjas,Caronte,2,1,,
930,ENCE,Dignitas,2,0,22.0,
931,hREDS,Astralis Talent,2,1,,
932,forZe,IN.GAME,2,0,17.0,
933,NAVI Junior,Budapest Five,2,0,,
934,KOVA,MASONIC,2,0,,
935,Fiend,Entropiq,2,1,23.0,16.0
936,SKADE,Sprout,2,1,28.0,
937,NAVI Junior,Sinners,2,1,,
938,AGF,777,2,0,,
939,Lyngby Vikings,100PG,2,0,,
940,VERTEX,R!OT,2,0,,
941,Lyngby Vikings,777,2,1,,
942,100PG,AGF,2,0,,
943,Veloz,PDHM,2,0,,
944,Third Impact,Mythic,2,0,,
945,Big Chillin,SKDC,2,0,,
946,Extra Salt,QcClan,2,0,21.0,
947,G2,FaZe,2,1,3.0,29.0
948,Movistar Riders,Izako Boars,2,1,,
949,forZe,BLINK,2,1,17.0,
950,Trident,Marlian,2,1,,
951,OFFSET,Case,2,0,,
952,DBL PONEY,Budapest Five,2,0,27.0,
953,Caronte,eXploit,2,0,,
954,Sangal,Camlica,2,0,,
955,ENCE,SKADE,2,1,22.0,28.0
956,Heroic,Sprout,2,0,4.0,
957,OFFSET,Caronte,2,1,,
958,DBL PONEY,NAVI Junior,2,0,27.0,
959,Spirit, bankaPEPSI,2,0,15.0,
960,Movistar Riders,Copenhagen Flames,2,0,,
961,Case,eXploit,2,0,,
962,Dignitas,Young Ninjas,2,1,,
963,Budapest Five,Sinners,2,1,,
964,Animal Squad,R!OT,2,1,,
965,Entropiq,100PG,2,0,16.0,
966,Dire Wolves,VERTEX,2,1,,
967,Izako Boars,M1 EDEN,2,0,,
968,Wisla Krakow,HONORIS,2,0,,
969,ORDER,Rooster,2,0,,
970,Dynasty,munyanyo,2,0,,
971,HONORIS,Izako Boars,2,1,,
972,Wisla Krakow,M1 EDEN,2,0,,
973,ChocoCheck,Triumph,2,1,,
974,Third Impact,PDHM,2,0,,
975,TeamOne,CENSRD,2,0,,
976,Extra Salt,Recon 5,2,0,21.0,
977,IN.GAME,EC Kyiv,2,0,,
978,mousesports,fnatic,2,0,8.0,30.0
979,Anonymo,Movistar Riders,2,1,,
980,Sinners,Endpoint,2,0,,26.0
981,Istanbul Wildcats,Sahangiller,2,0,,
982,Spirit Academy,Nexus,2,0,,
983,BIG,Complexity,2,0,9.0,13.0
984, bankaPEPSI,SG.pro,2,1,,
985,Chetz,mYinsanity,2,0,,
986,Entropiq,Endpoint,2,1,16.0,26.0
987,GamerLegion,Ambush,2,0,,
988,Copenhagen Flames,Nexus,2,0,,
989,Ambush,Chetz,2,0,,
990,GamerLegion,mYinsanity,2,0,,
991,1WIN,Unique,2,0,,
992,Fiend,forZe,2,0,23.0,17.0
993,Galaxy Racer,GORILLAZ,2,0,,
994,Nexus,OFFSET,2,0,,
995,Paradox,Caught off Guard,2,0,,
996,VERTEX,Sylyx,2,0,,
997,SJ,Lilmix,2,0,,
998,Renegades,BBBMBCBS,2,0,,
999,Simplicity,munyanyo,2,0,,
1000,Dire Wolves,Chiefs,3,0,,
1001,K23,AVE,2,0,,
1002,Galaxy Racer,SJ,2,0,,
1003,GORILLAZ,Lilmix,2,0,,
1004,Astralis,OG,2,0,7.0,11.0
1005,Apeks,Copenhagen Flames,2,1,,
1006,EC Kyiv, benched,2,1,,
1007,GROND,IN.GAME,2,0,,
1008,Infinite,4glory,2,0,,
1009,Fiend,Sangal,2,0,23.0,
1010,DBL PONEY,Vitality,2,0,27.0,10.0
1011,SKADE,Anonymo,2,1,28.0,
1012,Apeks,OFFSET,2,1,,
1013,Sangal,4glory,2,1,,
1014,NAVI Junior,Lilmix,2,0,,
1015,100PG,SG.pro,2,0,,
1016, bankaPEPSI,ForceArena Lviv,2,0,,
1017,Fiend,Infinite,2,0,23.0,
1018,WaitForTag,Unique,2,0,,
1019,Endpoint,LDLC,2,1,26.0,
1020,1WIN,CrowCrowd,2,0,,
1021,Copenhagen Flames,Nexus,2,1,,
1022,Tricked,EC Brugge,2,1,,
1023,Marlian,AVE,2,0,,
1024,1WIN,NASR,2,0,,
1025,K23,Save's,2,0,,
1026,Young Ninjas,Movistar Riders,2,0,,
1027,1WIN,EC Brugge,2,0,,
1028,NASR,Tricked,2,0,,
1029,Triumph,Imperial,2,1,,
1030,TeamOne,Third Impact,2,0,,
1031,Fantastic Seven,The Lycans,2,1,,
1032,Third Impact,Valkyrie,2,1,,
1033,TeamOne,Party Astronauts,2,1,,
1034,Triumph,SKDC,2,0,,
1035,AGF,Lyngby Vikings,2,0,,
1036,Imperial,Veloz,2,0,,
1037,IN.GAME,EC Kyiv,16,4,,
1038,Young Ninjas,KOVA,2,1,,
1039,AGO,PACT,2,0,,
1040,GROND, benched,16,14,,
1041,Natus Vincere,Gambit,3,0,2.0,1.0
1042,SG.pro,ForceArena Lviv,16,14,,
1043,100PG, bankaPEPSI,16,13,,
1044,ORDER,Dire Wolves,3,1,,
1045,Unique,CrowCrowd,16,3,,
1046,Team Machine,Team SPUNJ,16,10,,
1047,WaitForTag,1WIN,16,5,,
1048,AVE,Save's,16,9,,
1049,Fiend,Copenhagen Flames,2,0,23.0,
1050,Marlian,K23,16,9,,
1051,Natus Vincere,Heroic,2,1,2.0,4.0
1052,Copenhagen Flames,Astralis Talent,2,0,,
1053,The Lycans,Medieval,2,0,,
1054,HONORIS,PACT,2,1,,
1055,Fantastic Seven,GROND,2,0,,
1056,100PG,1WIN,2,1,,
1057,Sangal,Case,2,1,,
1058,BLINK,NASR,2,0,,
1059,ForceArena Lviv,Whykick,2,0,,
1060,GAIJIN,CG,2,0,,
1061,Save's,ASAP,2,1,,
1062,EC Brugge,LowLandLions,2,0,,
1063, benched,Free TON,2,1,,
1064,AGO,Wisla Krakow,2,0,,
1065,CrowCrowd,Gold Mine Beer,2,0,,
1066,Gambit,G2,2,0,1.0,3.0
1067,AVE,AGF,2,0,,
1068,LowLandLions,mCon,2,1,,
1069,Galaxy Racer, bankaPEPSI,2,0,,
1070,MAD Lions,Spirit Academy,2,0,,
1071,PACT,KOVA,2,1,,
1072,EC Brugge,Lyngby Vikings,2,0,,
1073,ORDER,Paradox,2,1,,
1074,Fiend,Lemondogs,2,0,23.0,
1075,Spirit Academy,ALTERNATE aTTaX,2,0,,
1076,Nexus,eXploit,2,0,,
1077,ttc,Case,2,0,,
1078,Copenhagen Flames,Lyngby Vikings,2,0,,
1079,Dire Wolves,VERTEX,2,0,,
1080,Natus Vincere,FURIA,2,1,2.0,12.0
1081,Wisla Krakow,ESCA,2,1,,
1082,DBL PONEY,GORILLAZ,2,0,27.0,
1083,SKADE,MAD Lions,2,1,28.0,
1084,Apeks,EC Brugge,2,1,,
1085,G2,Astralis,2,1,3.0,7.0
1086,Movistar Riders,eSuba,2,1,,
1087,AGO,Pompa,2,0,,
1088,MAD Lions,ALTERNATE aTTaX,2,0,,
1089,SAW,Young Ninjas,2,0,,
1090,Anonymo,PACT,2,0,,
1091,SKADE,Spirit Academy,2,0,28.0,
1092,forZe,Sprout,2,0,17.0,
1093,Endpoint,NAVI Junior,2,0,26.0,
1094,777,Nordavind,2,1,,
1095,AGO,Sangal,2,0,,
1096,Copenhagen Flames,Anonymo,2,1,,
1097,Lyngby Vikings,OFFSET,2,0,,
1098,Tricked,AGO,2,1,,
1099,PACT,Sangal,2,1,,
1100,Endpoint,SKADE,2,0,26.0,28.0
1101,After,Wings Up,16,13,,
1102,Caronte,NAVI Junior,2,1,,
1103,Tricked,Astralis Talent,2,0,,
1104,Wings Up,Let's Quit,16,5,,
1105,Let's Quit,After,16,7,,
1106,Copenhagen Flames,Izako Boars,2,0,,
1107,Reece,After,16,11,,
1108,TYLOO,Let's Quit,16,7,,
1109,TYLOO,Reece,16,7,,
1110,Reece,Lynn Vision,16,14,,
1111,TeamOne,Mythic,2,1,,
1112,Secret Club,ChocoCheck,2,1,,
1113,Triumph,Big Chillin,2,0,,
1114,Santos,Bravos,2,0,,
1115,Havan Liberty,Furious,2,0,,
1116,Meta,SWS,2,0,,
1117,Santos,eLevate,2,1,,
1118,INTZ,Black Dragons,2,1,,
1119,Sinners,Anonymo,2,1,,
1120,Galaxy Racer,AGO,2,1,,
1121,forZe,EPG Family,2,1,17.0,
1122,BIG,BLINK,2,1,9.0,
1123,Young Ninjas,NAVI Junior,2,0,,
1124,Reece,Let's Quit,22,19,,
1125,forZe,FURIA,2,1,17.0,12.0
1126,Galaxy Racer,Tricked,2,0,,
1127,Wings Up,Reece,16,4,,
1128,Movistar Riders,Anonymo,2,0,,
1129,ORDER,Paradox,2,1,,
1130,Lynn Vision,Wings Up,16,11,,
1131,Caught off Guard,Dynasty,2,0,,
1132,AGO,Astralis Talent,2,0,,
1133,EPG Family,fnatic,2,0,,30.0
1134,TYLOO,Wings Up,16,5,,
1135,Fiend,Endpoint,2,1,23.0,26.0
1136,Lynn Vision,Let's Quit,16,2,,
1137,TYLOO,After,16,5,,
1138,Lynn Vision,TYLOO,16,14,,
1139,Lynn Vision,After,16,12,,
1140,eLevate,FURIA Academy,2,1,,
1141,Recon 5,SKDC,2,1,,
1142,ChocoCheck,QcClan,2,0,,
1143,Secret Club,Big Chillin,2,0,,
1144,Bravos,Santos,2,0,,
1145,BIG,Apeks,2,1,9.0,
1146,Endpoint,Sprout,2,0,26.0,
1147,FURIA,Sinners,2,1,12.0,
1148,EC Brugge,Sangal,2,1,,
1149,Anonymo,Sangal,1,0,,
1150,forZe,Spirit,2,0,17.0,15.0
1151,LDLC,NAVI Junior,2,1,,
1152,R!OT,Sylyx,2,1,,
1153,fnatic,EXTREMUM,2,1,30.0,25.0
1154,BBBMBCBS,Animal Squad,2,1,,
1155,Sangal,UMX,2,0,,
1156,Renegades,VERTEX,2,0,,
1157,Caught off Guard,munyanyo,2,0,,
1158,Rooster,Simplicity,2,0,,
1159,EPG Family,ENCE,2,0,,22.0
1160,Jaguares,Durany,2,0,,
1161,forZe,K23,2,0,17.0,
1162,LDLC,EC Brugge,2,1,,
1163,EXTREMUM,AGO,2,0,25.0,
1164,EC Brugge,Sangal,2,0,,
1165,OFFSET,Lilmix,2,1,,
1166,EPG Family,SKADE,2,0,,28.0
1167,Chiefs,Bizarre,2,1,,
1168,LDLC,UMX,2,0,,
1169,ViCi,TYLOO,3,1,,
1170,Endpoint,PACT,2,0,26.0,
1171,Sinners,Lyngby Vikings,2,1,,
1172,Durany,Keyd,2,1,,
1173,O PLANO,Triumph,2,0,24.0,
1174,RBG,Third Impact,2,0,,
1175,Endpoint,Chetz,3,1,26.0,
1176,O PLANO,Party Astronauts,2,0,24.0,
1177,Third Impact,Counter Nature,2,0,,
1178,RBG,HeadShotKings,2,0,,
1179,Heroic,Astralis,2,0,4.0,7.0
1180,SACRAMENTO,Contact Light,2,1,,
1181,Movistar Riders,SAW,2,0,,
1182,Triumph,Veloz,1,0,,
1183,KOVA,hREDS,2,1,,
1184,SKADE,ENCE,2,1,28.0,22.0
1185,Gambit,Natus Vincere,2,1,1.0,2.0
1186,SACRAMENTO,Levadia,2,1,,
1187,WaitForTag,spray'n'pray,2,1,,
1188, bankaPEPSI,mysterious,2,0,,
1189,Chetz,XENEX,2,0,,
1190,ENCE,Endpoint,2,0,22.0,26.0
1191,KOVA,SJ,2,1,,
1192,Marlian,sZavoda,2,0,,
1193,IN.GAME,vezet,2,0,,
1194,Fiend,Izako Boars,2,0,23.0,
1195,FURIA,Vitality,2,0,12.0,10.0
1196,SKADE,Sinners,2,1,28.0,
1197,ViCi,Invictus,2,0,,
1198,Young Ninjas,Copenhagen Flames,2,1,,
1199,hREDS,EXEN,2,0,,
1200,Contact Light,Titan,2,0,,
1201,Invictus,Wings Up,2,0,,
1202,Jaguares,Durany,2,0,,
1203,Keyd,Santos,2,0,,
1204,Movistar Riders,Case,2,1,,
1205,G2,Virtus.pro,2,0,3.0,5.0
1206,Endpoint,Sangal,2,0,26.0,
1207,Chetz,UMX,2,0,,
1208,Sinners,Anonymo,2,1,,
1209,FURIA,Complexity,2,0,12.0,13.0
1210,SAW,OFFSET,2,0,,
1211,SKADE,Movistar Riders,2,1,28.0,
1212,Endpoint,XENEX,2,0,26.0,
1213,ENCE,Sprout,2,0,22.0,
1214,Vitality,BIG,2,0,10.0,9.0
1215,SKADE,1WIN,2,1,28.0,
1216,Lyngby Vikings,eXploit,2,0,,
1217,Keyd,SELECAO,2,0,,
1218,Santos,SWS,2,0,,
1219,mousesports,Complexity,2,0,8.0,13.0
1220,G2,mousesports,2,0,3.0,8.0
1221,Heroic,BIG,2,0,4.0,9.0
1222,DBL PONEY,HAVU,2,0,27.0,
1223,Astralis,Complexity,2,0,7.0,13.0
1224,Virtus.pro,Spirit,2,0,5.0,15.0
1225,AGO,Fiend,2,1,,23.0
1226,Sinners,forZe,2,0,,17.0
1227,mousesports,Anonymo,2,0,8.0,
1228,TYLOO,ViCi,2,1,,
1229,Vitality,Extra Salt,2,1,10.0,21.0
1230,FURIA,paiN,2,0,12.0,
1231,Movistar Riders,Copenhagen Flames,2,0,,
1232,EPG Family,Sprout,2,0,,
1233,forZe,Apeks,2,0,17.0,
1234,Fiend,Lyngby Vikings,2,1,23.0,
1235,Young Ninjas,NAVI Junior,16,3,,
1236,Wings Up,Invictus,2,1,,
1237,Endpoint,Anonymo,16,7,26.0,
1238,SKADE,Extra Salt,2,0,28.0,21.0
1239,Durany,SWS,2,1,,
1240,Jaguares,SELECAO,2,0,,
1241,Durany,Keyd,2,1,,
1242,mousesports,FaZe,2,1,8.0,29.0
1243,Jaguares,Santos,2,0,,
1244,Anonymo,Sprout,2,1,,
1245,Natus Vincere,Virtus.pro,2,0,2.0,5.0
1246,Sprout,HAVU,2,1,,
1247,Spirit,Fiend,2,1,15.0,23.0
1248,Anonymo,DBL PONEY,2,0,,27.0
1249,Gambit,G2,2,1,1.0,3.0
1250,SAW,eSuba,16,13,,
1251,K23,forZe,2,1,,17.0
1252,Lyngby Vikings,Apeks,2,1,,
1253,SKADE,Copenhagen Flames,16,4,28.0,
1254,Heroic,paiN,16,6,4.0,
1255,BIG,FURIA,16,6,9.0,12.0
1256,Complexity,Vitality,16,10,13.0,10.0
1257,Movistar Riders,Entropiq,2,0,,16.0
1258,ViCi,Wings Up,2,1,,
1259,Astralis,Extra Salt,16,8,7.0,21.0
1260,Izako Boars,OFFSET,2,0,,
1261,SKADE,Copenhagen Flames,2,1,28.0,
1262,Virtus.pro,FaZe,16,13,5.0,29.0
1263,Natus Vincere,mousesports,16,14,2.0,8.0
1264,AGO,Case,2,0,,
1265,G2,Spirit,19,16,3.0,15.0
1266,PACT,eXploit,2,1,,
1267,Caronte,Sampi,2,0,,
1268,Gambit,Fiend,16,5,1.0,23.0
1269,TYLOO,Invictus,2,0,,
1270,Sinners,Extra Salt,2,1,,21.0
1271,Fiend,MAD Lions,2,0,23.0,
1272,Paquetá,Havan Liberty,16,14,,
1273,DBL PONEY,Endpoint,2,1,27.0,26.0
1274,Complexity,mousesports,2,1,13.0,8.0
1275,MIBR,Black Dragons,16,6,,
1276,Sprout,Dignitas,2,1,,
1277,Santos,SWS,19,16,,
1278,LDLC,TheDice,2,0,,
1279,Complexity,Anonymo,2,1,13.0,
1280,G2,mousesports,2,0,3.0,8.0
1281,Sprout,Tricked,2,0,,
1282,Meta,Jaguares,1,0,,
1283,Furious,Isurus,1,0,,
1284,Endpoint,SKADE,2,0,26.0,28.0
1285,EPG Family,Extra Salt,2,0,,21.0
1286,EXTREMUM,Sinners,2,0,25.0,
1287,Dignitas,AGO,2,0,,
1288,DBL PONEY,Movistar Riders,2,1,27.0,
1289,Tricked,Lyngby Vikings,2,1,,
1290,Bizarre,Paradox,2,1,,
1291,mousesports,HAVU,2,0,8.0,
1292,K23,SKADE,2,1,,28.0
1293,forZe,Copenhagen Flames,2,1,17.0,
1294,ViCi,Invictus,2,1,,
1295,G2,FaZe,2,1,3.0,29.0
1296,Endpoint,Lilmix,2,1,26.0,
1297,mousesports,Movistar Riders,2,0,8.0,
1298,Apeks,Fiend,2,1,,23.0
1299,Dire Wolves,Chiefs,2,1,,
1300,Lyngby Vikings,AGO,2,0,,
1301,TYLOO,Wings Up,2,1,,
1302,MAD Lions,Izako Boars,2,0,,
1303,Case,Young Ninjas,2,0,,
1304,mousesports,Movistar Riders,2,1,8.0,
1305,Complexity,Sprout,2,1,13.0,
1306,Tricked,Sangal,2,1,,
1307,DBL PONEY,ENCE,2,1,27.0,22.0
1308,AGO,Lilmix,2,0,,
1309,FunPlus Phoenix,G2,2,1,18.0,3.0
1310,Anonymo,Dignitas,2,0,,
